task_id,region_id,slot_id,start_time,end_time,required_workers,weight,candidate_capacity
t64_100,64,136,81600,82199,3,3,36
t86_035,86,63,37800,38399,2,2,8
t75_085,75,55,33000,33599,1,1,26
t64_101,64,18,10800,11399,1,1,18
t44_078,44,52,31200,31799,3,3,11
t53_099,53,118,70800,71399,1,1,29
t44_079,44,8,4800,5399,2,2,15
t52_017,52,51,30600,31199,2,2,3
t86_036,86,7,4200,4799,1,1,7
t44_080,44,115,69000,69599,1,1,19
t63_091,63,7,4200,4799,2,2,22
t96_031,96,10,6000,6599,3,3,8
t35_020,35,25,15000,15599,2,2,4
t53_100,53,72,43200,43799,3,3,28
t75_086,75,95,57000,57599,3,3,20
t66_004,66,6,3600,4199,3,3,3
t43_038,43,116,69600,70199,2,2,11
t53_101,53,116,69600,70199,3,3,24
t45_041,45,0,0,599,1,1,7
t55_110,55,86,51600,52199,1,1,31
t53_102,53,14,8400,8999,1,1,26
t73_031,73,78,46800,47399,2,2,13
t73_032,73,68,40800,41399,2,2,9
t39_002,39,20,12000,12599,2,2,2
t54_110,54,1,600,1199,3,3,18
t37_004,37,126,75600,76199,2,2,2
t74_032,74,101,60600,61199,2,2,11
t76_010,76,120,72000,72599,3,3,4
t87_002,87,115,69000,69599,1,1,1
t54_111,54,90,54000,54599,1,1,35
t53_103,53,3,1800,2399,2,2,25
t64_102,64,90,54000,54599,1,1,35
t62_015,62,126,75600,76199,2,2,6
t57_005,57,105,63000,63599,1,1,1
t63_092,63,78,46800,47399,3,3,21
t66_005,66,60,36000,36599,2,2,2
t54_112,54,66,39600,40199,3,3,21
t65_096,65,121,72600,73199,3,3,32
t64_103,64,100,60000,60599,3,3,31
t43_039,43,141,84600,85199,2,2,10
t55_111,55,125,75000,75599,2,2,33
t53_104,53,129,77400,77999,3,3,28
t74_033,74,34,20400,20999,1,1,3
t54_113,54,116,69600,70199,1,1,26
t64_104,64,61,36600,37199,1,1,24
t54_114,54,113,67800,68399,3,3,26
t65_097,65,48,28800,29399,1,1,26
t54_115,54,99,59400,59999,1,1,32
t47_002,47,115,69000,69599,1,1,3
t55_112,55,122,73200,73799,2,2,27
t95_010,95,10,6000,6599,3,3,4
t86_037,86,4,2400,2999,3,3,9
t54_116,54,104,62400,62999,3,3,35
t34_024,34,55,33000,33599,1,1,8
t74_034,74,13,7800,8399,2,2,6
t55_113,55,135,81000,81599,1,1,28
t86_038,86,18,10800,11399,2,2,6
t73_033,73,38,22800,23399,2,2,5
t86_039,86,99,59400,59999,1,1,8
t54_117,54,95,57000,57599,3,3,37
t55_114,55,75,45000,45599,3,3,35
t24_004,24,60,36000,36599,2,2,3
t97_027,97,57,34200,34799,2,2,9
t65_098,65,24,14400,14999,2,2,15
t53_105,53,136,81600,82199,1,1,28
t13_001,13,16,9600,10199,1,1,2
t47_003,47,69,41400,41999,1,1,3
t75_087,75,53,31800,32399,2,2,24
t65_099,65,121,72600,73199,1,1,32
t45_042,45,123,73800,74399,1,1,15
t66_006,66,140,84000,84599,3,3,3
t53_106,53,121,72600,73199,1,1,22
t53_107,53,117,70200,70799,3,3,27
t95_011,95,14,8400,8999,3,3,4
t48_016,48,16,9600,10199,2,2,5
t44_081,44,6,3600,4199,3,3,19
t65_100,65,101,60600,61199,1,1,26
t42_011,42,6,3600,4199,3,3,4
t64_105,64,99,59400,59999,3,3,31
t55_115,55,76,45600,46199,2,2,25
t96_032,96,26,15600,16199,1,1,10
t54_118,54,134,80400,80999,2,2,36
t64_106,64,111,66600,67199,2,2,28
t63_093,63,35,21000,21599,2,2,11
t45_043,45,98,58800,59399,2,2,15
t55_116,55,132,79200,79799,1,1,34
t53_108,53,114,68400,68999,1,1,30
t54_119,54,74,44400,44999,2,2,31
t63_094,63,72,43200,43799,3,3,27
t64_107,64,95,57000,57599,3,3,36
t86_040,86,43,25800,26399,2,2,2
t73_034,73,94,56400,56999,1,1,9
t64_108,64,108,64800,65399,1,1,34
t86_041,86,133,79800,80399,1,1,14
t65_101,65,103,61800,62399,3,3,22
t86_042,86,60,36000,36599,1,1,13
t45_044,45,100,60000,60599,2,2,15
t53_109,53,119,71400,71999,2,2,33
t44_082,44,119,71400,71999,1,1,21
t65_102,65,40,24000,24599,1,1,21
t43_040,43,125,75000,75599,3,3,16
t62_016,62,82,49200,49799,3,3,7
t95_012,95,57,34200,34799,1,1,3
t43_041,43,126,75600,76199,3,3,12
t87_003,87,112,67200,67799,2,2,3
t96_033,96,126,75600,76199,1,1,4
t44_083,44,30,18000,18599,1,1,10
t75_088,75,61,36600,37199,2,2,28
t56_022,56,31,18600,19199,3,3,3
t63_095,63,81,48600,49199,3,3,26
t72_006,72,39,23400,23999,2,2,2
t23_002,23,3,1800,2399,1,1,2
t53_110,53,67,40200,40799,2,2,26
t23_003,23,51,30600,31199,1,1,1
t64_109,64,89,53400,53999,1,1,34
t64_110,64,54,32400,32999,2,2,15
t55_117,55,95,57000,57599,3,3,37
t55_118,55,67,40200,40799,1,1,22
t55_119,55,105,63000,63599,1,1,40
t35_021,35,83,49800,50399,2,2,6
t65_103,65,54,32400,32999,3,3,24
t76_011,76,67,40200,40799,2,2,5
t74_035,74,73,43800,44399,1,1,10
t84_018,84,93,55800,56399,2,2,3
t74_036,74,51,30600,31199,1,1,3
t65_104,65,79,47400,47999,1,1,33
t92_002,92,62,37200,37799,1,1,2
t65_105,65,77,46200,46799,2,2,42
t73_035,73,134,80400,80999,2,2,6
t63_096,63,105,63000,63599,3,3,17
t48_017,48,43,25800,26399,2,2,5
t44_084,44,76,45600,46199,3,3,18
t62_017,62,118,70800,71399,1,1,2
t72_007,72,107,64200,64799,1,1,2
t55_120,55,96,57600,58199,2,2,28
t45_045,45,103,61800,62399,1,1,17
t34_025,34,23,13800,14399,3,3,8
t55_121,55,2,1200,1799,2,2,28
t85_006,85,59,35400,35999,1,1,3
t54_120,54,97,58200,58799,2,2,31
t45_046,45,113,67800,68399,1,1,18
t63_097,63,29,17400,17999,2,2,12
t52_018,52,6,3600,4199,3,3,3
t64_111,64,99,59400,59999,3,3,31
t60_003,60,2,1200,1799,1,1,1
t65_106,65,63,37800,38399,1,1,30
t55_122,55,127,76200,76799,1,1,35
t54_121,54,123,73800,74399,2,2,28
t63_098,63,82,49200,49799,3,3,32
t96_034,96,32,19200,19799,3,3,10
t97_028,97,126,75600,76199,2,2,6
t86_043,86,32,19200,19799,1,1,2
t45_047,45,74,44400,44999,1,1,12
t65_107,65,54,32400,32999,3,3,24
t64_112,64,124,74400,74999,2,2,27
t44_085,44,119,71400,71999,2,2,21
t44_086,44,57,34200,34799,1,1,17
t56_023,56,53,31800,32399,1,1,2
t64_113,64,110,66000,66599,2,2,29
t55_123,55,82,49200,49799,1,1,26
t65_108,65,109,65400,65999,3,3,35
t65_109,65,47,28200,28799,1,1,24
t64_114,64,53,31800,32399,1,1,12
t45_048,45,76,45600,46199,1,1,19
t64_115,64,98,58800,59399,1,1,29
t64_116,64,105,63000,63599,3,3,35
t83_008,83,130,78000,78599,1,1,1
t86_044,86,89,53400,53999,3,3,5
t56_024,56,47,28200,28799,1,1,2
t73_036,73,102,61200,61799,1,1,7
t73_037,73,85,51000,51599,1,1,13
t45_049,45,58,34800,35399,1,1,5
t56_025,56,140,84000,84599,1,1,6
t65_110,65,118,70800,71399,3,3,31
t55_124,55,96,57600,58199,3,3,28
t44_087,44,128,76800,77399,2,2,20
t48_018,48,129,77400,77999,2,2,3
t65_111,65,1,600,1199,3,3,21
t75_089,75,40,24000,24599,2,2,19
t53_111,53,130,78000,78599,3,3,30
t76_012,76,13,7800,8399,1,1,4
t54_122,54,80,48000,48599,2,2,35
t43_042,43,130,78000,78599,1,1,12
t95_013,95,54,32400,32999,1,1,8
t53_112,53,64,38400,38999,3,3,25
t55_125,55,109,65400,65999,2,2,43
t54_123,54,128,76800,77399,2,2,22
t75_090,75,71,42600,43199,2,2,33
t63_099,63,108,64800,65399,3,3,18
t76_013,76,101,60600,61199,1,1,2
t42_012,42,6,3600,4199,1,1,4
t54_124,54,134,80400,80999,2,2,36
t53_113,53,22,13200,13799,3,3,12
t44_088,44,97,58200,58799,1,1,30
t45_050,45,118,70800,71399,2,2,13
t63_100,63,72,43200,43799,2,2,27
t85_007,85,38,22800,23399,1,1,1
t98_019,98,57,34200,34799,2,2,7
t54_125,54,130,78000,78599,3,3,29
t63_101,63,122,73200,73799,1,1,27
t47_004,47,75,45000,45599,1,1,1
t53_114,53,85,51000,51599,1,1,35
t64_117,64,114,68400,68999,2,2,27
t84_019,84,73,43800,44399,1,1,5
t54_126,54,42,25200,25799,1,1,16
t73_038,73,114,68400,68999,1,1,8
t63_102,63,85,51000,51599,2,2,30
t76_014,76,104,62400,62999,1,1,2
t97_029,97,22,13200,13799,1,1,13
t43_043,43,62,37200,37799,3,3,11
t98_020,98,81,48600,49199,2,2,2
t74_037,74,22,13200,13799,1,1,5
t54_127,54,118,70800,71399,3,3,24
t76_015,76,103,61800,62399,3,3,4
t64_118,64,135,81000,81599,2,2,33
t34_026,34,37,22200,22799,3,3,5
t44_089,44,131,78600,79199,2,2,27
t44_090,44,126,75600,76199,2,2,23
t65_112,65,27,16200,16799,3,3,18
t47_005,47,42,25200,25799,1,1,2
t54_128,54,85,51000,51599,3,3,32
t64_119,64,63,37800,38399,2,2,24
t55_126,55,4,2400,2999,2,2,30
t74_038,74,15,9000,9599,2,2,4
t55_127,55,83,49800,50399,2,2,31
t95_014,95,38,22800,23399,3,3,3
t64_120,64,102,61200,61799,1,1,35
t96_035,96,14,8400,8999,3,3,9
t55_128,55,125,75000,75599,2,2,33
t33_015,33,90,54000,54599,2,2,5
t73_039,73,28,16800,17399,3,3,6
t52_019,52,111,66600,67199,2,2,4
t54_129,54,132,79200,79799,1,1,27
t86_045,86,59,35400,35999,2,2,17
t63_103,63,89,53400,53999,3,3,34
t44_091,44,95,57000,57599,3,3,26
t75_091,75,36,21600,22199,3,3,20
t44_092,44,85,51000,51599,2,2,27
t44_093,44,126,75600,76199,3,3,23
t55_129,55,96,57600,58199,3,3,28
t53_115,53,141,84600,85199,1,1,21
t45_051,45,122,73200,73799,3,3,17
t55_130,55,119,71400,71999,2,2,28
t75_092,75,84,50400,50999,3,3,16
t34_027,34,110,66000,66599,2,2,4
t74_039,74,124,74400,74999,3,3,24
t76_016,76,33,19800,20399,3,3,5
t74_040,74,62,37200,37799,1,1,18
t43_044,43,130,78000,78599,3,3,12
t55_131,55,95,57000,57599,3,3,37
t55_132,55,75,45000,45599,1,1,35
t44_094,44,21,12600,13199,2,2,14
t65_113,65,77,46200,46799,3,3,42
t53_116,53,116,69600,70199,3,3,24
t33_016,33,41,24600,25199,1,1,5
t96_036,96,15,9000,9599,2,2,10
t44_095,44,106,63600,64199,1,1,28
t65_114,65,31,18600,19199,3,3,20
t55_133,55,136,81600,82199,2,2,26
t53_117,53,137,82200,82799,2,2,36
t54_130,54,50,30000,30599,1,1,21
t44_096,44,62,37200,37799,2,2,23
t55_134,55,78,46800,47399,2,2,24
t48_019,48,42,25200,25799,3,3,5
t34_028,34,73,43800,44399,3,3,6
t54_131,54,3,1800,2399,2,2,20
t45_052,45,12,7200,7799,2,2,7
t33_017,33,102,61200,61799,2,2,6
t54_132,54,126,75600,76199,1,1,29
t64_121,64,122,73200,73799,3,3,32
t75_093,75,21,12600,13199,2,2,16
t53_118,53,136,81600,82199,2,2,28
t96_037,96,57,34200,34799,3,3,14
t98_021,98,46,27600,28199,1,1,11
t76_017,76,38,22800,23399,3,3,3
t63_104,63,58,34800,35399,1,1,14
t94_008,94,53,31800,32399,1,1,1
t73_040,73,126,75600,76199,3,3,9
t51_002,51,60,36000,36599,1,1,1
t44_097,44,86,51600,52199,2,2,26
t63_105,63,124,74400,74999,2,2,27
t97_030,97,100,60000,60599,2,2,2
t74_041,74,115,69000,69599,3,3,11
t75_094,75,18,10800,11399,1,1,17
t65_115,65,42,25200,25799,3,3,24
t34_029,34,35,21000,21599,3,3,6
t63_106,63,68,40800,41399,1,1,34
t44_098,44,124,74400,74999,3,3,23
t55_135,55,141,84600,85199,3,3,24
t74_042,74,52,31200,31799,1,1,4
t44_099,44,71,42600,43199,3,3,17
t44_100,44,0,0,599,1,1,16
t54_133,54,98,58800,59399,2,2,30
t54_134,54,48,28800,29399,1,1,18
t54_135,54,68,40800,41399,1,1,28
t54_136,54,24,14400,14999,1,1,15
t76_018,76,43,25800,26399,3,3,7
t64_122,64,7,4200,4799,1,1,25
t55_136,55,137,82200,82799,1,1,25
t53_119,53,128,76800,77399,3,3,33
t64_123,64,73,43800,44399,2,2,29
t35_022,35,119,71400,71999,1,1,4
t65_116,65,70,42000,42599,2,2,34
t74_043,74,31,18600,19199,3,3,4
t75_095,75,47,28200,28799,1,1,28
t47_006,47,58,34800,35399,1,1,1
t43_045,43,124,74400,74999,2,2,12
t86_046,86,109,65400,65999,3,3,8
t63_107,63,7,4200,4799,3,3,22
t44_101,44,59,35400,35999,1,1,20
t74_044,74,76,45600,46199,2,2,12
t18_008,18,20,12000,12599,2,2,2
t55_137,55,104,62400,62999,3,3,38
t42_013,42,125,75000,75599,2,2,8
t43_046,43,59,35400,35999,1,1,9
t54_137,54,137,82200,82799,3,3,29
t10_003,10,52,31200,31799,1,1,1
t53_120,53,132,79200,79799,2,2,27
t97_031,97,40,24000,24599,1,1,13
t65_117,65,42,25200,25799,3,3,24
t87_004,87,49,29400,29999,1,1,1
t52_020,52,20,12000,12599,2,2,5
t54_138,54,22,13200,13799,3,3,21
t54_139,54,0,0,599,2,2,12
t86_047,86,133,79800,80399,2,2,14
t63_108,63,68,40800,41399,1,1,34
t53_121,53,133,79800,80399,1,1,25
t75_096,75,48,28800,29399,1,1,27
t45_053,45,1,600,1199,2,2,8
t96_038,96,112,67200,67799,3,3,5
t44_102,44,98,58800,59399,3,3,27
t74_045,74,106,63600,64199,2,2,12
t95_015,95,36,21600,22199,1,1,3
t35_023,35,55,33000,33599,1,1,5
t51_003,51,59,35400,35999,2,2,2
t97_032,97,43,25800,26399,1,1,16
t48_020,48,132,79200,79799,1,1,4
t54_140,54,88,52800,53399,1,1,36
t63_109,63,113,67800,68399,2,2,26
t63_110,63,104,62400,62999,3,3,20
t44_103,44,89,53400,53999,3,3,22
t44_104,44,71,42600,43199,2,2,17
t74_046,74,130,78000,78599,3,3,12
t75_097,75,67,40200,40799,1,1,27
t55_138,55,130,78000,78599,3,3,29
t65_118,65,84,50400,50999,3,3,33
t64_124,64,118,70800,71399,3,3,32
t63_111,63,72,43200,43799,3,3,27
t55_139,55,134,80400,80999,2,2,27
t52_021,52,141,84600,85199,1,1,6
t63_112,63,87,52200,52799,2,2,30
t65_119,65,113,67800,68399,1,1,31
t52_022,52,59,35400,35999,2,2,5
t31_004,31,139,83400,83999,1,1,1
t66_007,66,120,72000,72599,1,1,1
t35_024,35,18,10800,11399,3,3,7
t96_039,96,41,24600,25199,3,3,16
t66_008,66,9,5400,5999,1,1,3
t86_048,86,123,73800,74399,3,3,7
t54_141,54,84,50400,50999,3,3,31
t50_002,50,62,37200,37799,1,1,1
t57_006,57,117,70200,70799,3,3,3
t35_025,35,121,72600,73199,2,2,4
t54_142,54,69,41400,41999,3,3,32
t55_140,55,72,43200,43799,2,2,27
t53_122,53,108,64800,65399,3,3,35
t75_098,75,112,67200,67799,3,3,14
t54_143,54,10,6000,6599,3,3,27
t76_019,76,93,55800,56399,2,2,5
t35_026,35,91,54600,55199,3,3,5
t44_105,44,82,49200,49799,3,3,18
t55_141,55,76,45600,46199,2,2,25
t53_123,53,105,63000,63599,3,3,26
t75_099,75,73,43800,44399,1,1,24
t65_120,65,90,54000,54599,2,2,28
t75_100,75,57,34200,34799,3,3,35
t95_016,95,25,15000,15599,3,3,4
t54_144,54,91,54600,55199,3,3,35
t55_142,55,116,69600,70199,3,3,31
t97_033,97,56,33600,34199,2,2,8
t44_106,44,127,76200,76799,2,2,23
t63_113,63,110,66000,66599,3,3,25
t63_114,63,84,50400,50999,1,1,28
t73_041,73,25,15000,15599,2,2,6
t75_101,75,46,27600,28199,1,1,28
t44_107,44,77,46200,46799,1,1,22
t72_008,72,33,19800,20399,1,1,2
t76_020,76,40,24000,24599,1,1,4
t76_021,76,56,33600,34199,1,1,4
t55_143,55,81,48600,49199,1,1,23
t55_144,55,49,29400,29999,1,1,14
t63_115,63,108,64800,65399,3,3,18
t64_125,64,113,67800,68399,1,1,23
t44_108,44,0,0,599,1,1,16
t34_030,34,85,51000,51599,1,1,4
t55_145,55,108,64800,65399,2,2,44
t22_001,22,71,42600,43199,1,1,1
t54_145,54,98,58800,59399,3,3,30
t53_124,53,90,54000,54599,1,1,40
t65_121,65,13,7800,8399,3,3,16
t75_102,75,96,57600,58199,3,3,16
t42_014,42,17,10200,10799,1,1,2
t65_122,65,74,44400,44999,1,1,39
t98_022,98,48,28800,29399,1,1,11
t97_034,97,109,65400,65999,3,3,3
t65_123,65,94,56400,56999,2,2,27
t55_146,55,94,56400,56999,3,3,36
t55_147,55,101,60600,61199,2,2,37
t53_125,53,26,15600,16199,3,3,10
t98_023,98,57,34200,34799,2,2,7
t96_040,96,134,80400,80999,1,1,5
t34_031,34,55,33000,33599,3,3,8
t45_054,45,15,9000,9599,3,3,13
t64_126,64,19,11400,11999,1,1,19
t53_126,53,72,43200,43799,3,3,28
t97_035,97,11,6600,7199,2,2,10
t74_047,74,139,83400,83999,2,2,12
t55_148,55,1,600,1199,2,2,28
t34_032,34,93,55800,56399,1,1,7
t44_109,44,13,7800,8399,2,2,17
t44_110,44,0,0,599,1,1,16
t65_124,65,81,48600,49199,3,3,33
t54_146,54,57,34200,34799,1,1,20
t97_036,97,16,9600,10199,1,1,11
t44_111,44,49,29400,29999,2,2,14
t65_125,65,42,25200,25799,1,1,24
t75_103,75,66,39600,40199,2,2,27
t86_049,86,139,83400,83999,3,3,13
t86_050,86,106,63600,64199,2,2,12
t55_149,55,111,66600,67199,2,2,35
t63_116,63,54,32400,32999,2,2,11
t45_055,45,94,56400,56999,1,1,19
t47_007,47,68,40800,41399,1,1,1
t75_104,75,17,10200,10799,2,2,16
t74_048,74,99,59400,59999,2,2,11
t52_023,52,11,6600,7199,1,1,6
t86_051,86,140,84000,84599,2,2,11
t55_150,55,124,74400,74999,2,2,28
t55_151,55,24,14400,14999,1,1,17
t86_052,86,134,80400,80999,1,1,10
t54_147,54,78,46800,47399,2,2,36
t73_042,73,97,58200,58799,3,3,11
t97_037,97,53,31800,32399,1,1,12
t54_148,54,142,85200,85799,2,2,27
t75_105,75,110,66000,66599,3,3,13
t65_126,65,74,44400,44999,3,3,39
t44_112,44,2,1200,1799,1,1,17
t55_152,55,52,31200,31799,2,2,13
t32_007,32,18,10800,11399,1,1,2
t65_127,65,3,1800,2399,1,1,16
t63_117,63,135,81000,81599,2,2,22
t64_127,64,84,50400,50999,1,1,29
t55_153,55,142,85200,85799,3,3,26
t75_106,75,69,41400,41999,2,2,24
t63_118,63,23,13800,14399,1,1,9
t55_154,55,39,23400,23999,1,1,14
t98_024,98,59,35400,35999,2,2,6
t43_047,43,143,85800,86399,3,3,8
t42_015,42,80,48000,48599,2,2,4
t15_000,15,28,16800,17399,1,1,1
t97_038,97,34,20400,20999,3,3,11
t44_113,44,141,84600,85199,2,2,19
t64_128,64,138,82800,83399,2,2,29
t45_056,45,30,18000,18599,2,2,6
t83_009,83,3,1800,2399,2,2,3
t63_119,63,91,54600,55199,1,1,25
t35_027,35,114,68400,68999,1,1,6
t54_149,54,20,12000,12599,1,1,21
t52_024,52,20,12000,12599,3,3,5
t86_053,86,103,61800,62399,2,2,9
t86_054,86,121,72600,73199,3,3,5
t48_021,48,41,24600,25199,2,2,6
t54_150,54,47,28200,28799,3,3,18
t45_057,45,130,78000,78599,2,2,18
t64_129,64,18,10800,11399,2,2,18
t53_127,53,14,8400,8999,2,2,26
t31_005,31,91,54600,55199,1,1,1
t95_017,95,46,27600,28199,3,3,3
t53_128,53,120,72000,72599,3,3,34
t65_128,65,75,45000,45599,3,3,44
t29_003,29,22,13200,13799,1,1,1
t65_129,65,104,62400,62999,1,1,22
t44_114,44,138,82800,83399,3,3,16
t53_129,53,140,84000,84599,2,2,25
t54_151,54,103,61800,62399,2,2,35
t53_130,53,71,42600,43199,1,1,23
t44_115,44,139,83400,83999,2,2,21
t53_131,53,97,58200,58799,3,3,40
t65_130,65,115,69000,69599,2,2,38
t44_116,44,119,71400,71999,2,2,21
t44_117,44,7,4200,4799,2,2,22
t82_007,82,127,76200,76799,2,2,2
t75_107,75,44,26400,26999,3,3,21
t86_055,86,10,6000,6599,3,3,4
t73_043,73,5,3000,3599,2,2,14
t63_120,63,114,68400,68999,2,2,19
t55_155,55,67,40200,40799,3,3,22
t45_058,45,111,66600,67199,2,2,19
t55_156,55,109,65400,65999,3,3,43
t65_131,65,49,29400,29999,2,2,30
t42_016,42,92,55200,55799,3,3,3
t64_130,64,109,65400,65999,2,2,32
t54_152,54,131,78600,79199,1,1,27
t65_132,65,28,16800,17399,3,3,19
t65_133,65,21,12600,13199,2,2,13
t98_025,98,13,7800,8399,1,1,5
t53_132,53,70,42000,42599,1,1,24
t65_134,65,61,36600,37199,3,3,27
t96_041,96,112,67200,67799,1,1,5
t84_020,84,21,12600,13199,1,1,1
t34_033,34,1,600,1199,3,3,5
t73_044,73,60,36000,36599,2,2,4
t65_135,65,126,75600,76199,1,1,23
t55_157,55,97,58200,58799,2,2,35
t75_108,75,50,30000,30599,3,3,27
t33_018,33,66,39600,40199,3,3,3
t54_153,54,65,39000,39599,2,2,28
t86_056,86,96,57600,58199,1,1,9
t04_000,4,56,33600,34199,1,1,1
t86_057,86,49,29400,29999,3,3,8
t53_133,53,83,49800,50399,1,1,36
t43_048,43,91,54600,55199,3,3,10
t55_158,55,65,39000,39599,3,3,29
t75_109,75,83,49800,50399,3,3,16
t54_154,54,76,45600,46199,1,1,30
t53_134,53,109,65400,65999,2,2,37
t74_049,74,116,69600,70199,3,3,10
t86_058,86,56,33600,34199,2,2,17
t45_059,45,120,72000,72599,1,1,14
t44_118,44,17,10200,10799,2,2,13
t62_018,62,134,80400,80999,1,1,5
t64_131,64,75,45000,45599,2,2,34
t66_009,66,97,58200,58799,1,1,1
t55_159,55,25,15000,15599,1,1,15
t53_135,53,116,69600,70199,2,2,24
t53_136,53,26,15600,16199,1,1,10
t55_160,55,82,49200,49799,2,2,26
t43_049,43,75,45000,45599,3,3,16
t53_137,53,98,58800,59399,1,1,40
t63_121,63,100,60000,60599,2,2,25
t55_161,55,21,12600,13199,1,1,15
t64_132,64,125,75000,75599,1,1,21
t55_162,55,141,84600,85199,3,3,24
t33_019,33,33,19800,20399,3,3,6
t75_110,75,20,12000,12599,3,3,17
t63_122,63,116,69600,70199,1,1,25
t32_008,32,46,27600,28199,1,1,2
t64_133,64,42,25200,25799,3,3,12
t75_111,75,130,78000,78599,3,3,11
t42_017,42,2,1200,1799,1,1,2
t55_163,55,111,66600,67199,2,2,35
t64_134,64,93,55800,56399,1,1,31
t54_155,54,98,58800,59399,1,1,30
t64_135,64,136,81600,82199,3,3,36
t53_138,53,19,11400,11999,3,3,11
t64_136,64,72,43200,43799,1,1,33
t53_139,53,53,31800,32399,2,2,11
t34_034,34,132,79200,79799,1,1,2
t64_137,64,37,22200,22799,3,3,7
t44_119,44,120,72000,72599,3,3,18
t54_156,54,32,19200,19799,3,3,17
t44_120,44,58,34800,35399,3,3,15
t63_123,63,77,46200,46799,3,3,20
t64_138,64,65,39000,39599,1,1,31
t53_140,53,2,1200,1799,1,1,23
t55_164,55,39,23400,23999,2,2,14
t54_157,54,15,9000,9599,2,2,23
t45_060,45,65,39000,39599,3,3,9
t64_139,64,76,45600,46199,3,3,38
t45_061,45,123,73800,74399,2,2,15
t44_121,44,134,80400,80999,3,3,17
t44_122,44,3,1800,2399,1,1,21
t52_025,52,120,72000,72599,1,1,11
t63_124,63,112,67200,67799,2,2,29
t65_136,65,132,79200,79799,2,2,26
t75_112,75,60,36000,36599,2,2,28
t64_140,64,61,36600,37199,2,2,24
t10_004,10,68,40800,41399,1,1,1
t53_141,53,78,46800,47399,1,1,42
t62_019,62,137,82200,82799,2,2,5
t54_158,54,59,35400,35999,1,1,25
t55_165,55,141,84600,85199,1,1,24
t52_026,52,65,39000,39599,1,1,4
t96_042,96,131,78600,79199,2,2,4
t55_166,55,72,43200,43799,2,2,27
t73_045,73,39,23400,23999,3,3,5
t33_020,33,13,7800,8399,2,2,4
t62_020,62,122,73200,73799,2,2,5
t86_059,86,124,74400,74999,2,2,7
t98_026,98,58,34800,35399,3,3,6
t53_142,53,82,49200,49799,1,1,37
t63_125,63,1,600,1199,2,2,27
t65_137,65,125,75000,75599,1,1,25
t55_167,55,119,71400,71999,3,3,28
t54_159,54,142,85200,85799,2,2,27
t10_005,10,41,24600,25199,2,2,2
t63_126,63,70,42000,42599,1,1,29
t73_046,73,143,85800,86399,2,2,6
t55_168,55,110,66000,66599,3,3,40
t45_062,45,99,59400,59999,1,1,14
t74_050,74,105,63000,63599,2,2,13
t75_113,75,36,21600,22199,3,3,20
t54_160,54,136,81600,82199,3,3,34
t55_169,55,17,10200,10799,2,2,18
t65_138,65,123,73800,74399,2,2,24
t34_035,34,13,7800,8399,1,1,7
t75_114,75,23,13800,14399,2,2,17
t43_050,43,132,79200,79799,1,1,9
t55_170,55,128,76800,77399,1,1,38
t33_021,33,28,16800,17399,1,1,6
t54_161,54,123,73800,74399,3,3,28
t57_007,57,136,81600,82199,1,1,1
t44_123,44,44,26400,26999,1,1,9
t55_171,55,112,67200,67799,2,2,40
t64_141,64,16,9600,10199,1,1,24
t54_162,54,118,70800,71399,3,3,24
t54_163,54,62,37200,37799,2,2,27
t44_124,44,88,52800,53399,1,1,20
t55_172,55,142,85200,85799,1,1,26
t32_009,32,80,48000,48599,1,1,2
t64_142,64,115,69000,69599,1,1,34
t62_021,62,104,62400,62999,3,3,5
t74_051,74,78,46800,47399,1,1,18
t64_143,64,117,70200,70799,2,2,28
t44_125,44,91,54600,55199,1,1,19
t33_022,33,52,31200,31799,1,1,5
t95_018,95,31,18600,19199,3,3,3
t64_144,64,28,16800,17399,1,1,17
t53_143,53,49,29400,29999,1,1,7
t13_002,13,43,25800,26399,2,2,2
t25_001,25,120,72000,72599,1,1,1
t53_144,53,127,76200,76799,1,1,34
t64_145,64,16,9600,10199,2,2,24
t86_060,86,45,27000,27599,3,3,8
t63_127,63,93,55800,56399,1,1,28
t98_027,98,29,17400,17999,3,3,8
t35_028,35,69,41400,41999,2,2,2
t63_128,63,0,0,599,2,2,22
t45_063,45,58,34800,35399,3,3,5
t43_051,43,128,76800,77399,2,2,13
t65_139,65,110,66000,66599,3,3,28
t14_000,14,21,12600,13199,1,1,1
t52_027,52,92,55200,55799,1,1,4
t13_003,13,4,2400,2999,2,2,2
t54_164,54,142,85200,85799,3,3,27
t76_022,76,96,57600,58199,2,2,6
t65_140,65,13,7800,8399,2,2,16
t45_064,45,99,59400,59999,2,2,14
t53_145,53,75,45000,45599,3,3,34
t45_065,45,132,79200,79799,3,3,15
t45_066,45,3,1800,2399,1,1,11
t73_047,73,140,84000,84599,1,1,9
t64_146,64,15,9000,9599,2,2,20
t53_146,53,137,82200,82799,3,3,36
t73_048,73,93,55800,56399,2,2,10
t63_129,63,91,54600,55199,2,2,25
t45_067,45,107,64200,64799,3,3,14
t55_173,55,111,66600,67199,3,3,35
t65_141,65,97,58200,58799,1,1,20
t86_061,86,24,14400,14999,2,2,3
t65_142,65,40,24000,24599,1,1,21
t64_147,64,102,61200,61799,1,1,35
t53_147,53,101,60600,61199,3,3,32
t75_115,75,32,19200,19799,1,1,20
t98_028,98,57,34200,34799,1,1,7
