task_id,region_id,slot_id,start_time,end_time,required_workers,weight,candidate_capacity,true_value
t54_079,54,54,32400,32999,1,2.34,23,0.457
t34_027,34,65,39000,39599,1,2.5,8,0.7568
t55_079,55,100,60000,60599,1,1.35,42,0.5071
t63_050,63,101,60600,61199,1,2.34,26,0.3854
t97_017,97,107,64200,64799,1,2.76,2,0.9892
t34_028,34,129,77400,77999,1,2.85,5,0.4034
t65_090,65,34,20400,20999,1,1.6,18,0.7858
t65_091,65,12,7200,7799,1,1.13,13,0.4034
t45_038,45,128,76800,77399,1,2.68,18,0.7973
t65_092,65,95,57000,57599,1,1.64,28,0.6705
t74_035,74,61,36600,37199,1,2.99,15,0.5606
t53_079,53,70,42000,42599,1,1.64,24,0.2308
t64_066,64,26,15600,16199,1,1.61,14,0.8017
t54_080,54,130,78000,78599,1,1.23,29,0.0805
t43_033,43,143,85800,86399,1,2.42,8,0.4056
t63_051,63,105,63000,63599,1,1.26,17,0.6
t53_080,53,139,83400,83999,1,1.09,27,0.2135
t53_081,53,10,6000,6599,1,1.67,24,0.611
t65_093,65,88,52800,53399,1,1.03,24,0.7721
t95_002,95,26,15600,16199,1,2.27,3,0.9821
t54_081,54,128,76800,77399,1,1.24,22,0.3952
t97_018,97,99,59400,59999,1,2.55,4,0.1103
t74_036,74,131,78600,79199,1,2.46,12,0.2301
t65_094,65,4,2400,2999,1,1.52,18,0.799
t65_095,65,117,70200,70799,1,2.02,26,0.9559
t76_010,76,38,22800,23399,1,2.0,3,0.2503
t97_019,97,19,11400,11999,1,2.27,12,0.9228
t43_034,43,67,40200,40799,1,2.81,16,0.5925
t97_020,97,111,66600,67199,1,1.29,4,0.8741
t74_037,74,112,67200,67799,1,1.18,16,0.4231
t86_027,86,55,33000,33599,1,2.29,19,0.9348
t53_082,53,71,42600,43199,1,1.45,23,0.5178
t63_052,63,132,79200,79799,1,2.41,23,0.7855
t52_014,52,26,15600,16199,1,2.72,3,0.6147
t45_039,45,43,25800,26399,1,1.5,9,0.7901
t55_080,55,113,67800,68399,1,2.59,40,0.3921
t64_067,64,94,56400,56999,1,2.93,29,0.5962
t54_082,54,140,84000,84599,1,2.69,36,0.7279
t93_001,93,120,72000,72599,1,2.82,1,0.6492
t64_068,64,71,42600,43199,1,1.63,28,0.9452
t75_058,75,115,69000,69599,1,1.38,11,0.8219
t54_083,54,109,65400,65999,1,1.89,31,0.8267
t75_059,75,93,55800,56399,1,1.07,15,0.6615
t54_084,54,140,84000,84599,1,1.08,36,0.3221
t34_029,34,138,82800,83399,1,2.56,7,0.3299
t65_096,65,142,85200,85799,1,1.85,21,0.6504
t48_015,48,41,24600,25199,1,2.03,6,0.6239
t55_081,55,79,47400,47999,1,1.32,26,0.0883
t65_097,65,98,58800,59399,1,1.35,21,0.8713
t53_083,53,97,58200,58799,1,1.49,40,0.2332
t86_028,86,97,58200,58799,1,2.89,7,0.8958
t96_027,96,55,33000,33599,1,1.6,18,0.1103
t65_098,65,75,45000,45599,1,2.23,44,0.957
t97_021,97,10,6000,6599,1,2.89,8,0.9886
t76_011,76,22,13200,13799,1,3.0,4,0.0269
t63_053,63,13,7800,8399,1,1.52,14,0.7671
t74_038,74,122,73200,73799,1,1.52,17,0.1108
t73_027,73,130,78000,78599,1,1.3,7,0.6628
t57_007,57,2,1200,1799,1,1.61,3,0.4854
t63_054,63,121,72600,73199,1,1.6,30,0.5277
t98_017,98,46,27600,28199,1,1.72,11,0.8809
t54_085,54,9,5400,5999,1,1.38,32,0.8756
t86_029,86,139,83400,83999,1,2.87,13,0.3328
t64_069,64,54,32400,32999,1,2.8,15,0.9889
t23_002,23,15,9000,9599,1,2.02,2,0.6679
t86_030,86,100,60000,60599,1,2.84,9,0.1375
t55_082,55,71,42600,43199,1,2.26,24,0.9036
t55_083,55,49,29400,29999,1,2.04,14,0.8423
t87_002,87,117,70200,70799,1,1.74,2,0.9164
t86_031,86,112,67200,67799,1,1.72,13,0.6061
t63_055,63,56,33600,34199,1,1.91,9,0.73
t76_012,76,76,45600,46199,1,1.29,4,0.3155
t64_070,64,95,57000,57599,1,1.76,36,0.5887
t65_099,65,74,44400,44999,1,1.29,39,0.1058
t63_056,63,72,43200,43799,1,2.66,27,0.1359
t53_084,53,58,34800,35399,1,1.54,18,0.6676
t65_100,65,85,51000,51599,1,2.7,32,0.026
t45_040,45,97,58200,58799,1,1.76,23,0.5525
t53_085,53,5,3000,3599,1,2.44,25,0.1078
t96_028,96,31,18600,19199,1,1.21,10,0.7033
t64_071,64,37,22200,22799,1,2.21,7,0.3869
t74_039,74,22,13200,13799,1,1.38,5,0.2454
t65_101,65,135,81000,81599,1,1.97,22,0.1633
t84_008,84,88,52800,53399,1,1.25,3,0.0267
t55_084,55,97,58200,58799,1,2.09,35,0.8842
t64_072,64,37,22200,22799,1,3.0,7,0.1194
t54_086,54,134,80400,80999,1,2.93,36,0.7639
t83_005,83,25,15000,15599,1,1.95,1,0.2486
t42_005,42,55,33000,33599,1,2.73,4,0.1089
t43_035,43,133,79800,80399,1,2.44,9,0.3492
t73_028,73,142,85200,85799,1,2.43,8,0.2009
t35_006,35,5,3000,3599,1,1.51,3,0.9051
t44_060,44,88,52800,53399,1,1.24,20,0.4817
t53_086,53,8,4800,5399,1,2.38,23,0.7914
t86_032,86,5,3000,3599,1,1.87,9,0.3772
t98_018,98,113,67800,68399,1,1.89,3,0.9427
t18_000,18,53,31800,32399,1,1.45,2,0.7074
t54_087,54,67,40200,40799,1,1.87,24,0.0831
t54_088,54,83,49800,50399,1,1.25,34,0.8038
t86_033,86,121,72600,73199,1,1.45,5,0.3096
t53_087,53,108,64800,65399,1,1.61,35,0.6699
t04_001,4,32,19200,19799,1,1.51,1,0.0324
t65_102,65,37,22200,22799,1,1.48,23,0.3332
t65_103,65,89,53400,53999,1,1.33,26,0.9301
t97_022,97,45,27000,27599,1,2.48,18,0.4412
t64_073,64,52,31200,31799,1,2.41,9,0.7968
t64_074,64,137,82200,82799,1,2.3,29,0.7635
t44_061,44,11,6600,7199,1,2.93,14,0.3269
t64_075,64,140,84000,84599,1,2.62,25,0.9679
t55_085,55,91,54600,55199,1,2.89,36,0.8773
t54_089,54,101,60600,61199,1,2.5,36,0.3191
t57_008,57,37,22200,22799,1,2.72,1,0.6523
t96_029,96,52,31200,31799,1,1.53,17,0.6442
t75_060,75,19,11400,11999,1,1.43,19,0.5387
t24_005,24,50,30000,30599,1,2.91,2,0.0491
t83_006,83,106,63600,64199,1,2.49,3,0.1725
t55_086,55,60,36000,36599,1,2.54,15,0.1675
t53_088,53,126,75600,76199,1,1.61,33,0.9338
t53_089,53,44,26400,26999,1,2.52,7,0.4712
t45_041,45,80,48000,48599,1,1.74,13,0.2625
t95_003,95,10,6000,6599,1,1.2,4,0.8381
t74_040,74,98,58800,59399,1,1.49,14,0.3974
t65_104,65,117,70200,70799,1,1.84,26,0.4283
t64_076,64,67,40200,40799,1,1.3,20,0.0422
t98_019,98,43,25800,26399,1,2.77,10,0.4213
t55_087,55,73,43800,44399,1,2.92,32,0.3032
t45_042,45,134,80400,80999,1,1.93,16,0.2705
t54_090,54,121,72600,73199,1,2.65,25,0.7165
t75_061,75,71,42600,43199,1,1.95,33,0.7649
t63_057,63,121,72600,73199,1,2.84,30,0.2431
t82_002,82,5,3000,3599,1,1.64,4,0.6814
t65_105,65,48,28800,29399,1,1.49,26,0.7128
t54_091,54,36,21600,22199,1,2.61,19,0.8657
t75_062,75,47,28200,28799,1,2.13,28,0.6862
t64_077,64,2,1200,1799,1,2.09,25,0.5636
t54_092,54,62,37200,37799,1,1.99,27,0.4031
t64_078,64,17,10200,10799,1,1.12,20,0.353
t76_013,76,78,46800,47399,1,1.98,5,0.2508
t55_088,55,126,75600,76199,1,2.13,33,0.8312
t75_063,75,93,55800,56399,1,2.0,15,0.297
t55_089,55,85,51000,51599,1,2.85,32,0.4112
t45_043,45,92,55200,55799,1,2.41,21,0.9299
t63_058,63,106,63600,64199,1,2.73,21,0.7549
t65_106,65,79,47400,47999,1,1.72,33,0.4193
t54_093,54,129,77400,77999,1,2.68,33,0.2933
t53_090,53,69,41400,41999,1,2.69,23,0.0333
t43_036,43,127,76200,76799,1,1.82,14,0.8559
t75_064,75,74,44400,44999,1,1.54,26,0.5045
t54_094,54,28,16800,17399,1,1.96,14,0.8248
t89_000,89,126,75600,76199,1,2.13,1,0.1634
t42_006,42,81,48600,49199,1,1.49,6,0.5753
t65_107,65,9,5400,5999,1,2.07,20,0.1768
t45_044,45,26,15600,16199,1,1.86,8,0.6246
t44_062,44,97,58200,58799,1,2.87,30,0.5704
t84_009,84,68,40800,41399,1,2.86,4,0.3197
t56_013,56,24,14400,14999,1,2.31,5,0.196
t45_045,45,113,67800,68399,1,1.23,18,0.0959
t56_014,56,99,59400,59999,1,2.14,8,0.348
t75_065,75,58,34800,35399,1,1.48,32,0.7144
t33_012,33,28,16800,17399,1,1.18,6,0.1424
t36_000,36,28,16800,17399,1,2.02,1,0.9626
t63_059,63,86,51600,52199,1,2.21,28,0.0085
t55_090,55,21,12600,13199,1,1.75,15,0.9656
t44_063,44,134,80400,80999,1,2.75,17,0.3734
t44_064,44,99,59400,59999,1,1.51,28,0.0648
t35_007,35,91,54600,55199,1,1.59,5,0.71
t43_037,43,129,77400,77999,1,2.73,13,0.2893
t35_008,35,85,51000,51599,1,1.25,7,0.3594
t43_038,43,85,51000,51599,1,2.13,6,0.0072
t43_039,43,3,1800,2399,1,1.79,8,0.7353
t65_108,65,74,44400,44999,1,2.01,39,0.328
t54_095,54,134,80400,80999,1,1.09,36,0.5466
t35_009,35,91,54600,55199,1,1.94,5,0.2968
t63_060,63,89,53400,53999,1,2.53,34,0.629
t64_079,64,127,76200,76799,1,1.41,28,0.6751
t75_066,75,71,42600,43199,1,1.04,33,0.9499
t55_091,55,128,76800,77399,1,1.28,38,0.6899
t68_002,68,101,60600,61199,1,2.79,1,0.1809
t62_007,62,121,72600,73199,1,2.14,3,0.1782
t44_065,44,142,85200,85799,1,2.46,17,0.1762
t66_009,66,131,78600,79199,1,1.37,3,0.9757
t74_041,74,18,10800,11399,1,2.69,5,0.9516
t65_109,65,91,54600,55199,1,1.74,30,0.6532
t63_061,63,68,40800,41399,1,1.66,34,0.5557
t44_066,44,51,30600,31199,1,2.78,12,0.7198
t54_096,54,17,10200,10799,1,2.74,21,0.5202
t44_067,44,142,85200,85799,1,1.59,17,0.0395
t54_097,54,73,43800,44399,1,1.53,31,0.2331
t55_092,55,96,57600,58199,1,1.75,28,0.796
t54_098,54,140,84000,84599,1,1.3,36,0.1981
t54_099,54,77,46200,46799,1,2.46,35,0.4351
t73_029,73,1,600,1199,1,2.73,11,0.6441
t96_030,96,46,27600,28199,1,1.84,13,0.9612
t53_091,53,87,52200,52799,1,3.0,38,0.9351
t64_080,64,120,72000,72599,1,1.11,29,0.7732
t35_010,35,16,9600,10199,1,2.25,4,0.3093
t48_016,48,5,3000,3599,1,1.09,4,0.5847
t65_110,65,63,37800,38399,1,2.94,30,0.9378
t35_011,35,100,60000,60599,1,1.53,3,0.4915
t65_111,65,45,27000,27599,1,2.15,23,0.6466
t63_062,63,27,16200,16799,1,1.23,9,0.1293
t56_015,56,86,51600,52199,1,2.47,8,0.8994
t65_112,65,10,6000,6599,1,2.4,20,0.0474
t63_063,63,60,36000,36599,1,1.28,19,0.653
t75_067,75,73,43800,44399,1,2.58,24,0.8492
t96_031,96,61,36600,37199,1,1.13,6,0.0181
t73_030,73,27,16200,16799,1,2.27,5,0.4475
t74_042,74,63,37800,38399,1,1.31,10,0.5265
t42_007,42,104,62400,62999,1,1.9,7,0.0887
t74_043,74,92,55200,55799,1,2.74,12,0.9423
t64_081,64,72,43200,43799,1,1.87,33,0.7964
t68_003,68,33,19800,20399,1,2.41,1,0.0023
t45_046,45,15,9000,9599,1,1.36,13,0.5878
t65_113,65,49,29400,29999,1,2.43,30,0.2281
t53_092,53,120,72000,72599,1,1.18,34,0.0018
t63_064,63,107,64200,64799,1,2.04,20,0.0619
t63_065,63,75,45000,45599,1,1.95,20,0.0291
t65_114,65,105,63000,63599,1,1.11,19,0.4745
t53_093,53,113,67800,68399,1,2.5,32,0.4415
t97_023,97,68,40800,41399,1,1.79,4,0.603
t86_034,86,119,71400,71999,1,2.73,11,0.2471
t65_115,65,89,53400,53999,1,2.96,26,0.4152
t97_024,97,97,58200,58799,1,1.45,3,0.4185
t63_066,63,68,40800,41399,1,2.25,34,0.2839
t48_017,48,72,43200,43799,1,2.11,2,0.3434
t54_100,54,99,59400,59999,1,1.71,32,0.3359
t45_047,45,76,45600,46199,1,2.97,19,0.7545
t52_015,52,138,82800,83399,1,1.22,5,0.026
t76_014,76,44,26400,26999,1,2.76,8,0.3997
t64_082,64,123,73800,74399,1,2.07,31,0.5396
t54_101,54,36,21600,22199,1,2.45,19,0.3029
t64_083,64,10,6000,6599,1,1.78,21,0.1848
t55_093,55,143,85800,86399,1,1.7,25,0.1116
t54_102,54,86,51600,52199,1,1.56,34,0.071
t63_067,63,82,49200,49799,1,2.44,32,0.6854
t26_001,26,122,73200,73799,1,1.31,1,0.2785
t52_016,52,21,12600,13199,1,1.02,5,0.839
t53_094,53,21,12600,13199,1,1.69,13,0.6735
t76_015,76,40,24000,24599,1,1.93,4,0.0425
t55_094,55,105,63000,63599,1,1.19,40,0.7641
t53_095,53,42,25200,25799,1,2.59,8,0.8443
t86_035,86,118,70800,71399,1,2.49,12,0.7907
t86_036,86,114,68400,68999,1,2.42,8,0.4085
t44_068,44,30,18000,18599,1,2.56,10,0.8487
t54_103,54,79,47400,47999,1,1.81,34,0.482
t54_104,54,89,53400,53999,1,1.55,37,0.4739
t96_032,96,33,19800,20399,1,2.07,10,0.6451
t64_084,64,105,63000,63599,1,2.27,35,0.2439
t24_006,24,34,20400,20999,1,1.44,1,0.2757
t53_096,53,88,52800,53399,1,1.27,38,0.9007
t54_105,54,79,47400,47999,1,2.82,34,0.7246
t55_095,55,101,60600,61199,1,1.74,37,0.2821
t63_068,63,80,48000,48599,1,1.01,25,0.5273
t65_116,65,74,44400,44999,1,1.45,39,0.2623
t33_013,33,115,69000,69599,1,2.39,2,0.3863
t34_030,34,119,71400,71999,1,1.46,4,0.1942
t45_048,45,94,56400,56999,1,2.73,19,0.1621
t35_012,35,40,24000,24599,1,2.26,4,0.6642
t73_031,73,65,39000,39599,1,1.05,7,0.9097
t64_085,64,114,68400,68999,1,2.34,27,0.3499
t55_096,55,87,52200,52799,1,1.35,28,0.3643
t55_097,55,90,54000,54599,1,1.27,34,0.545
t16_002,16,40,24000,24599,1,2.95,1,0.347
t64_086,64,103,61800,62399,1,2.73,35,0.5925
t62_008,62,120,72000,72599,1,1.18,5,0.5482
t43_040,43,126,75600,76199,1,1.33,12,0.6946
t64_087,64,30,18000,18599,1,1.46,15,0.1193
t43_041,43,124,74400,74999,1,2.87,12,0.4624
t65_117,65,95,57000,57599,1,2.61,28,0.6142
t10_003,10,29,17400,17999,1,1.15,2,0.2861
t65_118,65,7,4200,4799,1,2.56,19,0.6522
t74_044,74,119,71400,71999,1,2.24,15,0.2753
t44_069,44,48,28800,29399,1,1.03,12,0.7648
t75_068,75,115,69000,69599,1,1.89,11,0.6682
t63_069,63,119,71400,71999,1,1.8,27,0.4889
t55_098,55,14,8400,8999,1,2.68,15,0.1781
t55_099,55,39,23400,23999,1,2.29,14,0.1825
t74_045,74,36,21600,22199,1,2.65,3,0.6771
t91_002,91,107,64200,64799,1,1.64,2,0.6918
t63_070,63,123,73800,74399,1,1.79,30,0.7327
t47_003,47,93,55800,56399,1,1.82,1,0.2572
t54_106,54,65,39000,39599,1,1.65,28,0.3404
t73_032,73,112,67200,67799,1,2.97,6,0.7489
t94_003,94,67,40200,40799,1,1.31,3,0.6691
t45_049,45,122,73200,73799,1,2.12,17,0.1894
t37_002,37,28,16800,17399,1,1.29,1,0.0546
t55_100,55,106,63600,64199,1,1.31,42,0.0161
t64_088,64,77,46200,46799,1,1.58,39,0.4017
t74_046,74,34,20400,20999,1,1.16,3,0.5075
t44_070,44,108,64800,65399,1,2.72,24,0.1184
t75_069,75,73,43800,44399,1,2.14,24,0.3022
t96_033,96,133,79800,80399,1,1.51,4,0.4851
t97_025,97,41,24600,25199,1,1.11,14,0.5017
t63_071,63,1,600,1199,1,2.9,27,0.1728
t55_101,55,92,55200,55799,1,2.14,41,0.7853
t74_047,74,87,52200,52799,1,2.09,14,0.7651
t86_037,86,10,6000,6599,1,1.44,4,0.1393
t42_008,42,111,66600,67199,1,1.05,4,0.3296
t54_107,54,65,39000,39599,1,2.89,28,0.8728
t53_097,53,114,68400,68999,1,1.99,30,0.5421
t75_070,75,89,53400,53999,1,2.45,14,0.3469
t75_071,75,19,11400,11999,1,2.31,19,0.1821
t53_098,53,97,58200,58799,1,1.48,40,0.4728
t75_072,75,46,27600,28199,1,2.26,28,0.7198
t63_072,63,59,35400,35999,1,2.01,13,0.8217
t65_119,65,137,82200,82799,1,2.13,19,0.839
t96_034,96,65,39000,39599,1,1.62,8,0.1249
t63_073,63,89,53400,53999,1,2.63,34,0.6161
t45_050,45,137,82200,82799,1,1.69,10,0.6494
t55_102,55,111,66600,67199,1,2.81,35,0.2308
t56_016,56,128,76800,77399,1,2.76,5,0.4066
t52_017,52,85,51000,51599,1,1.06,6,0.986
t55_103,55,89,53400,53999,1,2.01,31,0.9378
t34_031,34,87,52200,52799,1,2.23,8,0.7964
t76_016,76,113,67800,68399,1,1.86,5,0.2318
t35_013,35,6,3600,4199,1,2.52,4,0.3955
t65_120,65,10,6000,6599,1,2.54,20,0.6589
t64_089,64,132,79200,79799,1,1.7,24,0.325
t64_090,64,10,6000,6599,1,1.59,21,0.2227
t65_121,65,130,78000,78599,1,1.96,22,0.0665
t64_091,64,56,33600,34199,1,2.63,22,0.1632
t44_071,44,4,2400,2999,1,2.2,18,0.8546
t54_108,54,135,81000,81599,1,2.55,37,0.3471
t63_074,63,0,0,599,1,1.53,22,0.9982
t16_003,16,77,46200,46799,1,2.13,1,0.8211
t64_092,64,82,49200,49799,1,1.19,43,0.1651
t74_048,74,42,25200,25799,1,1.82,7,0.0831
t43_042,43,135,81000,81599,1,2.86,7,0.3284
t53_099,53,104,62400,62999,1,1.12,28,0.9159
t53_100,53,135,81000,81599,1,2.81,26,0.0082
t75_073,75,7,4200,4799,1,1.51,11,0.0623
t44_072,44,8,4800,5399,1,1.86,15,0.1995
t56_017,56,28,16800,17399,1,2.57,2,0.2804
t63_075,63,63,37800,38399,1,2.85,30,0.74
t64_093,64,100,60000,60599,1,2.39,31,0.9063
t34_032,34,18,10800,11399,1,1.06,5,0.5196
t63_076,63,95,57000,57599,1,2.35,20,0.0474
t54_109,54,64,38400,38999,1,1.96,27,0.0222
t42_009,42,113,67800,68399,1,1.86,9,0.2305
t65_122,65,114,68400,68999,1,2.67,36,0.1869
t53_101,53,65,39000,39599,1,1.46,29,0.7089
t44_073,44,11,6600,7199,1,2.51,14,0.2833
t53_102,53,133,79800,80399,1,1.35,25,0.4973
t55_104,55,83,49800,50399,1,2.01,31,0.4718
t53_103,53,24,14400,14999,1,1.74,12,0.7811
t63_077,63,122,73200,73799,1,2.61,27,0.3351
t74_049,74,116,69600,70199,1,1.14,10,0.0192
t55_105,55,4,2400,2999,1,1.01,30,0.5904
t75_074,75,16,9600,10199,1,1.21,15,0.3669
t56_018,56,5,3000,3599,1,1.73,7,0.3398
t35_014,35,109,65400,65999,1,2.9,5,0.0927
t44_074,44,91,54600,55199,1,1.67,19,0.3939
t63_078,63,79,47400,47999,1,1.84,23,0.7353
t75_075,75,29,17400,17999,1,2.57,20,0.9271
t53_104,53,83,49800,50399,1,1.72,36,0.7134
t42_010,42,119,71400,71999,1,2.42,6,0.4199
t54_110,54,65,39000,39599,1,2.95,28,0.868
t64_094,64,66,39600,40199,1,2.0,23,0.7229
t72_003,72,107,64200,64799,1,2.82,2,0.3111
t53_105,53,64,38400,38999,1,1.42,25,0.4228
t32_005,32,94,56400,56999,1,1.89,2,0.6992
t43_043,43,80,48000,48599,1,1.55,12,0.4572
t54_111,54,11,6600,7199,1,1.43,26,0.5459
t34_033,34,2,1200,1799,1,2.71,6,0.0528
t33_014,33,50,30000,30599,1,2.93,5,0.2011
t63_079,63,91,54600,55199,1,2.55,25,0.9104
t43_044,43,78,46800,47399,1,1.55,15,0.182
t53_106,53,95,57000,57599,1,1.67,35,0.0205
t53_107,53,125,75000,75599,1,1.49,29,0.8832
t75_076,75,69,41400,41999,1,2.97,24,0.1667
t75_077,75,77,46200,46799,1,2.84,30,0.0697
t86_038,86,95,57000,57599,1,1.78,7,0.9799
t65_123,65,49,29400,29999,1,1.59,30,0.9277
t97_026,97,141,84600,85199,1,2.21,3,0.7958
t55_106,55,112,67200,67799,1,2.72,40,0.9454
t75_078,75,106,63600,64199,1,1.21,11,0.2636
t76_017,76,87,52200,52799,1,1.43,3,0.4431
t53_108,53,38,22800,23399,1,2.92,7,0.6858
t98_020,98,129,77400,77999,1,2.25,2,0.2825
t87_003,87,65,39000,39599,1,2.61,3,0.5389
t47_004,47,96,57600,58199,1,1.19,1,0.0848
t55_107,55,61,36600,37199,1,1.81,22,0.8067
t65_124,65,76,45600,46199,1,1.77,42,0.2075
t66_010,66,91,54600,55199,1,1.85,2,0.6061
t75_079,75,15,9000,9599,1,2.02,15,0.243
t86_039,86,55,33000,33599,1,1.61,19,0.9749
t45_051,45,18,10800,11399,1,1.14,11,0.3678
t54_112,54,20,12000,12599,1,2.26,21,0.499
t75_080,75,28,16800,17399,1,2.33,20,0.0618
t48_018,48,37,22200,22799,1,2.35,5,0.0697
t62_009,62,81,48600,49199,1,1.96,8,0.318
t52_018,52,116,69600,70199,1,1.87,11,0.1137
t87_004,87,113,67800,68399,1,2.39,2,0.1369
t64_095,64,107,64200,64799,1,2.6,31,0.4615
t62_010,62,14,8400,8999,1,1.93,3,0.5476
t36_001,36,7,4200,4799,1,1.48,1,0.8506
t43_045,43,139,83400,83999,1,1.05,7,0.659
t55_108,55,97,58200,58799,1,1.85,35,0.359
t56_019,56,75,45000,45599,1,2.75,4,0.4499
t74_050,74,17,10200,10799,1,1.22,7,0.1776
t45_052,45,133,79800,80399,1,2.03,15,0.0006
t64_096,64,98,58800,59399,1,2.81,29,0.8815
t45_053,45,44,26400,26999,1,1.22,7,0.0035
t57_009,57,142,85200,85799,1,1.07,2,0.0677
t50_000,50,34,20400,20999,1,2.11,1,0.7934
t65_125,65,92,55200,55799,1,1.78,32,0.786
t75_081,75,124,74400,74999,1,2.92,8,0.7998
t54_113,54,81,48600,49199,1,2.26,38,0.1692
t54_114,54,103,61800,62399,1,1.93,35,0.1327
t55_109,55,6,3600,4199,1,1.02,21,0.4052
t65_126,65,112,67200,67799,1,2.1,31,0.5788
t56_020,56,69,41400,41999,1,2.81,5,0.2735
t84_010,84,26,15600,16199,1,2.89,2,0.952
t42_011,42,25,15000,15599,1,1.49,4,0.449
t92_003,92,37,22200,22799,1,2.57,2,0.8812
t75_082,75,63,37800,38399,1,1.11,24,0.7487
t98_021,98,25,15000,15599,1,1.58,7,0.6115
t53_109,53,86,51600,52199,1,1.85,35,0.017
t65_127,65,89,53400,53999,1,2.78,26,0.4803
t44_075,44,119,71400,71999,1,2.76,21,0.6302
t64_097,64,114,68400,68999,1,1.53,27,0.9698
t75_083,75,67,40200,40799,1,1.21,27,0.7492
t55_110,55,112,67200,67799,1,1.07,40,0.4137
t65_128,65,141,84600,85199,1,2.64,29,0.3647
t55_111,55,107,64200,64799,1,1.69,44,0.7963
t65_129,65,89,53400,53999,1,2.53,26,0.2108
t75_084,75,34,20400,20999,1,1.13,19,0.7639
t44_076,44,135,81000,81599,1,2.62,20,0.5324
t55_112,55,116,69600,70199,1,2.75,31,0.3033
t45_054,45,94,56400,56999,1,2.45,19,0.3596
t93_002,93,125,75000,75599,1,2.38,2,0.5042
t98_022,98,29,17400,17999,1,1.01,8,0.8903
t55_113,55,65,39000,39599,1,1.4,29,0.0535
t57_010,57,2,1200,1799,1,2.09,3,0.989
t84_011,84,66,39600,40199,1,1.65,6,0.9759
t53_110,53,87,52200,52799,1,2.82,38,0.4085
t97_027,97,60,36000,36599,1,2.96,9,0.485
t44_077,44,81,48600,49199,1,1.36,19,0.3526
t45_055,45,28,16800,17399,1,2.38,7,0.6034
t75_085,75,98,58800,59399,1,1.48,15,0.8389
t53_111,53,118,70800,71399,1,2.19,29,0.5868
t75_086,75,67,40200,40799,1,1.91,27,0.0349
t32_006,32,81,48600,49199,1,1.49,2,0.9429
t73_033,73,113,67800,68399,1,2.56,5,0.5238
t94_004,94,51,30600,31199,1,1.65,1,0.4489
t33_015,33,52,31200,31799,1,2.87,5,0.7321
t98_023,98,56,33600,34199,1,2.38,7,0.8336
t57_011,57,26,15600,16199,1,1.77,3,0.1817
t75_087,75,50,30000,30599,1,1.99,27,0.875
t86_040,86,67,40200,40799,1,1.19,11,0.9944
t44_078,44,101,60600,61199,1,1.33,31,0.7537
t74_051,74,140,84000,84599,1,2.76,10,0.6457
t55_114,55,76,45600,46199,1,1.66,25,0.9642
t33_016,33,86,51600,52199,1,2.17,3,0.536
t65_130,65,40,24000,24599,1,2.95,21,0.1733
t63_080,63,109,65400,65999,1,2.0,24,0.2303
t51_004,51,132,79200,79799,1,2.25,1,0.848
t53_112,53,132,79200,79799,1,2.49,27,0.1743
t96_035,96,132,79200,79799,1,1.54,3,0.569
t25_002,25,115,69000,69599,1,3.0,2,0.7856
t98_024,98,28,16800,17399,1,2.76,8,0.921
t64_098,64,141,84600,85199,1,2.19,21,0.4441
t48_019,48,33,19800,20399,1,2.87,5,0.3949
t53_113,53,120,72000,72599,1,2.64,34,0.4247
t53_114,53,111,66600,67199,1,1.86,32,0.2205
t54_115,54,67,40200,40799,1,1.63,24,0.2288
t75_088,75,77,46200,46799,1,2.59,30,0.0605
t21_002,21,26,15600,16199,1,2.25,2,0.2291
t75_089,75,3,1800,2399,1,1.88,5,0.7468
t65_131,65,53,31800,32399,1,2.01,24,0.3159
t53_115,53,13,7800,8399,1,2.0,27,0.5872
t55_115,55,10,6000,6599,1,1.03,25,0.3682
t53_116,53,119,71400,71999,1,1.65,33,0.1136
t65_132,65,101,60600,61199,1,1.74,26,0.45
t53_117,53,61,36600,37199,1,2.23,21,0.6898
t84_012,84,9,5400,5999,1,1.89,5,0.5316
t55_116,55,120,72000,72599,1,1.71,30,0.382
t63_081,63,22,13200,13799,1,1.44,10,0.0278
t54_116,54,113,67800,68399,1,2.33,26,0.5082
t64_099,64,85,51000,51599,1,2.16,37,0.291
t45_056,45,39,23400,23999,1,2.49,6,0.6653
t54_117,54,26,15600,16199,1,1.48,15,0.5544
t55_117,55,40,24000,24599,1,2.96,13,0.7815
t84_013,84,60,36000,36599,1,2.51,7,0.3175
t65_133,65,90,54000,54599,1,2.56,28,0.9732
t63_082,63,9,5400,5999,1,2.27,17,0.0253
t72_004,72,100,60000,60599,1,1.28,1,0.9531
t75_090,75,57,34200,34799,1,1.22,35,0.3054
t96_036,96,57,34200,34799,1,2.15,14,0.9373
t53_118,53,94,56400,56999,1,2.61,35,0.7265
t45_057,45,131,78600,79199,1,2.04,16,0.3896
t55_118,55,103,61800,62399,1,2.72,34,0.1557
t54_118,54,85,51000,51599,1,1.03,32,0.4165
t54_119,54,76,45600,46199,1,2.63,30,0.7547
t65_134,65,102,61200,61799,1,2.11,24,0.8991
t54_120,54,116,69600,70199,1,1.49,26,0.9897
t54_121,54,108,64800,65399,1,1.25,37,0.5752
t65_135,65,73,43800,44399,1,1.25,40,0.5436
t98_025,98,50,30000,30599,1,2.42,11,0.5607
t65_136,65,72,43200,43799,1,2.78,38,0.8013
